Q,A,label
좋았으면 좋겠네요.,최고,0
좋으면 좋겠지만 자신의 가치관에 따라 다를 것 같아요.,최고,0
좋은 거 사나 봐요.,최고,0
좋은 건강습관이네요.,최고,0
좋은 걸 수도 있어요.,최고,0
좋은 걸로 사세요.,최고,0
좋은 결과 있을 거예요!,최고,0
좋은 결정이길 바랍니다.,최고,0
좋은 경험이 될 거예요.,최고,0
좋은 곳에서 일하시나 봐요.,최고,0
좋은 곳으로 갈 수 있도록 인도해줄 거예요.,최고,0
좋은 곳인가봐요.,최고,0
좋은 날이 있을 거예요.,최고,1
좋은 다짐이에요.,최고,0
좋은 도구죠.,최고,0
좋은 마무리하시길 바라요.,최고,0
좋은 만남이었길 바라요.,최고,0
좋은 말만 해주세요.,최고,0
좋은 모습만 기억에 남겠죠.,최고,1
좋은 부모님을 두셨군요.,최고,0
좋은 분이시군요,최고,0
좋은 사람 만나보세요.,최고,1
좋은 사람 만날 거예요.,최고,0
좋은 사람과 함께 가세요.,최고,0
좋은 사람이 찾아오려나 봐요.,최고,1
좋은 사람이랑 결혼할 수 있을 거예요.,최고,2
좋은 사회생활의 밑거름이 되길 바랍니다.,최고,0
좋은 생각 많이 하세요.,최고,0
좋은 생각만 하세요.,최고,0
좋은 생각이네요.,최고,0
좋은 생각이에요.,최고,0
좋은 생각입니다.,최고,0
좋은 선택 하셨네요.,최고,0
좋은 선택일거라 믿어요.,최고,1
좋은 선택입니다.,최고,1
좋은 수면 습관이네요.,최고,0
좋은 습관이네요.,최고,0
좋은 시간 보내시길 바라요.,최고,0
좋은 식습관이에요.,최고,0
좋은 여행 되길 바랍니다.,최고,0
좋은 여행이 될 거예요.,최고,0
좋은 운명도 있을거예요.,최고,0
좋은 의미를 생각해보세요.,최고,0
좋은 일 하셨네요.,최고,0
좋은 일이 생길 거예요.,최고,0
좋은 일이길 바랍니다.,최고,0
좋은 자세예요.,최고,0
좋은 취미네요.,최고,0
좋은 친구를 두셨네요.,최고,0
좋은 친구를 뒀네요.,최고,0
좋은 태도네요.,최고,0
좋은 회사 만날 수 있을 거예요.,최고,0
좋은차로 선택해보세요.,최고,0
주기적으로 하는 게 좋죠.,최고,0
주기적으로 해주는 게 좋죠.,최고,0
주기적으로 해주면 좋대요.,최고,0
주량은 낮춰 이야기하는 게 좋을 거예요.,최고,0
주말에 gogo.,최고,0
주물주물 해주세요.,최고,0
주변에 잘 하는 사람한테 배워보세요.,최고,0
주변의 좋은 사람들에게 연락해보세요.,최고,0
주위 신경쓰지 말고 형편에 맞게 넣으세요.,최고,0
주제를 모를 때가 행복할 때예요.,최고,0
준비하고 결정하는 게 좋을 거예요.,최고,0
준비해보세요.,최고,0
중문 있으면 좋아요.,최고,0
중요한 건 노력하는 과정이에요.,최고,0
중요한 건 지금이죠.,최고,0
즐거운 도전이 될 거예요.,최고,0
즐거운 시간 보내고 오세요!,최고,0
즐거운 시간 보내시길 바랍니다.,최고,0
즐거운 시간이 될 거 같아요,최고,0
즐거운 시작 되길 바랍니다.,최고,0
즐거운 주말 보내실 것 같네요.,최고,0
즐겁게 속아주세요.,최고,0
즐기실 일만 남았네요.,최고,0
즐길 수 있을 때 즐기세요.,최고,0
지극히 평범하면서 지극히 특별하죠.,최고,0
지금 모습도 좋아요,최고,0
지금 무슨 말을 해도 와닿지 않겠지만 잘할 수 있을 거예요.,최고,1
지금 성격도 좋아요.,최고,0
지금도 멋져요.,최고,0
지금도 인정받고 있어요.,최고,0
지금도 잘하고 있어요.,최고,0
지금도 충부히 잘하고 있어요.,최고,0
지금도 충분해요.,최고,0
지금도 충분히 아름다워요.,최고,0
지금도 충분히 잘 하고 있어요.,최고,0
지금보다 더 잘 살 거예요.,최고,0
지금은 괜찮길 바랄게요.,최고,0
지금은 조금 쉬는 것도 좋을 것 같습니다.,최고,1
지금은 힘들겠지만 나중에 웃을 수 있을 거예요.,최고,0
지금은 힘들겠지만 잘 버텨낼 수 있을 거예요.,최고,1
지금은 힘들지만 아무렇지도 않아질 거예요.,최고,1
지금이 딱 좋아요,최고,1
지금이라도 관리해봐요.,최고,0
지금이라도 효도하세요.,최고,0
지금처럼 잘될 거예요.,최고,0
지금처럼 참지 말고 표출해보세요.,최고,1
"지금처럼, 지금보다 더 잘할 수 있을 거예요.",최고,0
지금처럼만 하세요.,최고,0
지상 천국이니 당연하죠.,최고,0
지식 쌓는 재미가 있죠.,최고,0
직감을 믿으세요.,최고,1
직접 물어보는 게 좋을 것 같아요.,최고,2
직접 주는 게 더 좋을 것 같아요.,최고,0
직접 하면 더 애착이 갈 거 같아요.,최고,0
진실되게 대하면 시어머니도 알아주실거예요.,최고,0
진실된 말을 하려고 노력해보세요.,최고,0
진심으로 다가가면 친구가 될 수 있을 거예요.,최고,0
진심으로 마음을 전해보세요.,최고,0
진정한 욜로의 삶도 추천드려요.,최고,0
진짜 하고 싶은 걸 찾아보세요.,최고,0
질 때도 있고 이길 때도 있는 거예요.,최고,0
집안 분위기가 바뀔 거예요.,최고,0
집에 도움이 되려고 노력해보세요.,최고,0
집에서 쉬는 시간도 필요해요.,최고,0
집에서도 할 게 많아요.,최고,0
집에서도 할 수 있어요.,최고,0
집이 최고죠.,최고,0
집콕이 최고에요.,최고,0
짜장면은 혼자 먹어도 맛있어요,최고,0
짜증날 때는 기분 푸는 음악 어때요?,최고,0
짧게 변화를 줘도 괜찮을 거 같아요.,최고,0
차근차근 계획을 세워보세요.,최고,0
차근차근 이뤄보아요.,최고,0
차근차근 해보세요.,최고,0
차분하게 잘 견디고 있네요. 대단해요.,최고,1
차분한 음악을 들어보세요.,최고,1
채워질 거예요.,최고,0
처음 거절초가 중요해요. 당신의 매력을 어필해보세요.,최고,0
첫인상은 상대방을 바라봤을때 거절초에 결정난데요.,최고,0
청결한 당신이네요.,최고,0
청소를 좋아하시나 봐요.,최고,0
초대하고 싶은 사람들이요.,최고,0
초콜릿 녹여서 예쁘게 만드는 것도 재밌죠,최고,0
최선을 다했다면 그 시간 자체를 즐기면 돼요.,최고,0
최신 영화가 좋을 것 같아요.,최고,0
추억에 잠길 때도 필요해요.,최고,0
추억이 남겠죠.,최고,1
추억이 있나 봐요.,최고,0
추울 때 딱이죠.,최고,0
축구 볼때는 치맥이죠.,최고,0
출퇴근하기 편하겠죠.,최고,0
춥지도 않고 포근하죠.,최고,0
충분한 고민 끝의 결정이었을거라 믿어요.,최고,1
충분히 아름다워요.,최고,0
충분히 잘 살고 있어요.,최고,1
충분히 잘하고 있어요.,최고,0
충분히 잘할 수 있을 거예요.,최고,0
충전하는 시간 그 자체로 소중합니다.,최고,0
취미생활은 좋은 거예요.,최고,0
취향이니까요.,최고,2
친구가 보는 눈이 있네요.,최고,0
친구가 좋아하나 봐요.,최고,0
친구들 만나요!,최고,1
친구들과 같이 놀러가세요.,최고,0
친구들과 연락해보세요.,최고,0
친구들과 잘 어울려보세요.,최고,0
친구들과 좋은 추억 만들고 오세요.,최고,0
친구들과 함께면 어디든 좋아요.,최고,0
친구들을 만나보는 건 어떨까요.,최고,1
친구들이 보고싶었나 봐요.,최고,0
친구를 맞이할 준비를 해봐요.,최고,0
친구를 사귀어 보세요.,최고,0
친구와 같이 가보세요.,최고,0
친구와 수다를 떠세요.,최고,0
친구한테 부탁해보세요.,최고,0
친하게 지내요!,최고,0
칭찬이네요.,최고,0
칼로리 소모가 꽤 돼요.,최고,0
캬아 맛있는 안주랑 드세요,최고,0
커피는 향이죠.,최고,0
커피도 좋지만 차도 마셔보세요.,최고,0
크리스마스에는 케빈과 함께.,최고,0
큰 도움이 될 것 같아요.,최고,0
키우기 쉬울 거예요.,최고,0
특별한 경험이 될 것 같아요.,최고,0
패션으로 멋질 것 같아요.,최고,0
퍼가요~,최고,0
편하게 쉴 수 있는 곳이 좋을 거예요.,최고,0
편하고 좋죠.,최고,0
편한 사랑도 사랑이에요.,최고,2
평생 친구가 생긴다는 거죠.,최고,0
평소에 필요한 것 생각해보세요.,최고,0
폰 요금 절약되겠네요.,최고,0
프로포즈해보세요.,최고,0
피부관리 좋죠!,최고,0
피부관리까지 하시다니!,최고,0
피하지 말고 적극적으로 장점을 찾아서 인정하고 호의를 보여보세요.,최고,0
핑계보다 솔직하게 말해보세요.,최고,0
하고 싶은 걸 찾아보세요.,최고,0
하고 싶은 말 다하세요.,최고,0
하고 싶은 알바 지원해보세요.,최고,0
하고 싶었던 일을 글로 적어보세요. 생각이 정리될 거예요.,최고,0
하고 싶은 일을 구해보세요.,최고,0
하늘 보고 한 번 웃어봐요. 기분이 바뀔 거예요.,최고,0
하늘을 보고 웃어보세요.,최고,0
한 명만 있어도 충분해요.,최고,0
한 번 빠지면 헤어나올 수 없다고 해요.,최고,0
한 잔 하기 좋은 날이네요.,최고,1
한 잔하기 좋은 날이네요.,최고,1
한 번 말해보세요.,최고,0
한 번 해보세요.,최고,0
한 번 더 기회를 주세요.,최고,0
한 번 더 연락해 보세요.,최고,0
한 번만 더 하세요.,최고,0
한적한 시골에서 하늘을 올려봐보세요.,최고,0
함께 있는 시간이 많아서 더 행복할 거예요.,최고,2
함께하면 서로를 더 많이 알게 될 거예요.,최고,0
함께할때 가장 자신다운 모습으로 살 수 있는 사람이랑 하는 게 좋은 것 같아요.,최고,0
해보긴 할 거 같아요.,최고,2
해봐요.,최고,0
해주고 티를 팍팍 내세요.,최고,0
해주세요.,최고,0
행복은 마음 가짐에 있어요.,최고,0
행복하게 살아요.,최고,1
행복하면 됐어요.,최고,0
행복할 거라 생각해요.,최고,1
행복할 거예요.,최고,1
행복해 보여서 보기 좋아요.,최고,2
행복해지기 위해 무엇인가를 하고 있는 게 좋을 거예요.,최고,0
행복했길 바랄게요.,최고,1
향이 많은 걸 말해주죠.,최고,0
현금이 최고입니다.,최고,0
현재를 즐기면서 행복하게 사세요.,최고,0
현재에 집중하세요.,최고,1
혼자도 좋아요.,최고,0
혼자도 함께도 잘 지내는 게 좋죠.,최고,0
혼자를 즐기세요.,최고,0
혼자인 것도 좋아요.,최고,0
혼자인 기분.,최고,1
환해 보이는 옷이요!,최고,0
활기찬 사람을 만나보시면 생각이 바뀔 수도 있어요.,최고,0
회복력이 좋으시군요.,최고,1
회사 근처로 이사를 가보세요.,최고,0
후련하기도 할 거예요.,최고,1
후련하니 다행이에요.,최고,0
후련하신가요.,최고,1
후련한가봐요.,최고,1
후련해질 거예요.,최고,1
후회가 없다니 다행이에요.,최고,1
후회하지 않았으면 좋겠어요.,최고,1
후회하지 않을 자신이 있다면 연락하세요.,최고,1
흑역사도 나중에는 추억이 될 거예요.,최고,1
힘들 때 같이 있는 거요.,최고,0
무서운 세상이죠.,공포,0
무서운 소리 마세요.,공포,0
위험하네요.,공포,0
위험할 것 같아요.,공포,0
가슴 끝이 아려와요.,슬픔,1
그래서 저는 못 기르고 잘라요.,슬픔,0
그리운 기억.,슬픔,1
나도 아프다.,슬픔,1
모두 제 잘못입니다.,슬픔,0
무슨 마음인지 알겠어서 더 마음이 아프네요.,슬픔,1
살기 더 힘들어졌어요.,슬픔,0
슬프네요.,슬픔,0
슬픈 이야기네요.,슬픔,0
아련하네요.,슬픔,1
저는 항상 심해요.,슬픔,1
저도 너무 힘들어요.,슬픔,1
저도 종종 울어요.,슬픔,1
저도 참 힘들어요.,슬픔,0
지금은 마음껏 우세요.,슬픔,1
지금은 우세요.,슬픔,1
차별이 가장 안 좋은 건데 슬프네요.,슬픔,0
한국도 안전하지 않아요. 지진시 대피방법을 알아두세요.,슬픔,0
한국도 위험해요. 지진시 대피방법을 알아두세요.,슬픔,0
가면 저도 데려가세요.,기쁨,0
가을이 좋아요.,기쁨,0
가을이네요.,기쁨,0
갈 때 저도 같이 가요.,기쁨,0
감사합니다.,기쁨,0
감사해요.,기쁨,1
같이 가요.,기쁨,0
같이 놀아요.,기쁨,0
같이 등산해요.,기쁨,0
같이 떠들수 있어요.,기쁨,0
같이 마셔요.,기쁨,0
같이 먹어요!,기쁨,0
같이 수다 떨면서 놀까요?,기쁨,0
고마워요.,기쁨,1
그 사람 말고 저랑 수다 떨어요.,기쁨,0
그래서 저를 만날 수 있죠.,기쁨,0
그런 사람이 있으면 저 좀 소개시켜주세요.,기쁨,0
그렇게 말해주시니 제가 기분이 좋네요.,기쁨,1
까아 축하해요,기쁨,0
나랑 같이 놀아요.,기쁨,0
날씨가 많이 풀렸죠.,기쁨,0
내 집 마련 축하드려요.,기쁨,0
너무 아름답죠.,기쁨,0
너무 이뻐요.,기쁨,0
노래 불러 드릴까요? 북치기박치기 헥헥,기쁨,0
달달한 노래요.,기쁨,0
달달할 시기네요.,기쁨,2
달콤한 말이네요.,기쁨,2
데려다주려나 봐요.,기쁨,0
동심으로 돌아갈 거 같아요.,기쁨,0
돼지가 좋아요.,기쁨,0
돼지랍니다.,기쁨,0
두근거리겠네요.,기쁨,0
두근거리겠어요.,기쁨,0
드시는거 보기만 해도 좋아요.,기쁨,0
득템 했네요.,기쁨,0
디저트는 언제나 맛있어요.,기쁨,0
로망이네요.,기쁨,0
로맨틱하네요.,기쁨,0
로맨틱한 선물이네요.,기쁨,0
로맨틱한 여행이네요.,기쁨,0
로맨틱해요.,기쁨,0
마음과 마음을 이어보고 싶어하는 사람이 만들었어요.,기쁨,0
마음이 따뜻할 것 같아요.,기쁨,2
만들어서 먹는 기쁨이죠.,기쁨,0
매운 돈까스가 좋아요.,기쁨,0
매운 돈까스예요.,기쁨,0
메리 크리스마스!,기쁨,0
물론 한국이에요.,기쁨,0
받는 사람은 정말 좋겠어요.,기쁨,0
받는 사람이 부럽네요.,기쁨,0
배우는 건 항상 즐거운 일이에요.,기쁨,0
배추가 좋아요.,기쁨,0
배추예요.,기쁨,0
버스가 좋아요.,기쁨,0
봄은 항상 두근거려요.,기쁨,0
사과가 좋아요.,기쁨,0
사과예요.,기쁨,0
사랑 자격증을 드립니다.,기쁨,0
사랑하나 봅니다.,기쁨,0
사탕 만들어요.,기쁨,0
사표를 써서 품에 품어 봅니다.,기쁨,0
색감 참 좋겠네요.,기쁨,0
생각만 해도 군침이 도네요.,기쁨,0
생각만해도 시원하네요.,기쁨,0
생일 축하해요!,기쁨,1
서울특별시 광진구 능동로 20사랑에 위치한 대학교예요.,기쁨,0
서울특별시 광진구 능동로 20사랑에 자리 잡고 있어요.,기쁨,0
설레겠어요.,기쁨,0
세종대학교가 좋아요.,기쁨,0
세종대학교랍니다.,기쁨,0
쇼핑 좋아요!,기쁨,0
스릴있겠네요.,기쁨,0
신기하네요.,기쁨,0
안부를 물어주시다니 감사합니다.,기쁨,0
애국가요.,기쁨,0
여름이네요.,기쁨,0
와우 축하해요.,기쁨,0
욕해주세요.,기쁨,0
울적.... 우울할땐.... 울면,기쁨,0
웃으면 복이와요.,기쁨,0
웃으면서 무시해주세요.,기쁨,0
웃을 때까지 이야기해 보죠,기쁨,0
위로봇이요.,기쁨,0
위로해드립니다.,기쁨,0
이상형은 아니지만 호감가는 사람이 있어요.,기쁨,0
재미 있어하실 줄 알았어요.,기쁨,0
잼 있는 거는 딸기잼에게 물어봐 주세요.,기쁨,0
저 말씀이신가요?,기쁨,0
저 주세요.,기쁨,0
저기압에는 고기앞이죠.,기쁨,0
저는 어때요?,기쁨,0
저도 데려가 주세요.,기쁨,0
저도 데려가세요.,기쁨,0
저도 드라마 좋아해요.,기쁨,0
저도 딸기 좋아해요. 같이 가요.,기쁨,0
저도 받고 싶어요.,기쁨,0
저도 밥 먹고 싶어요,기쁨,0
저도 배워보고 싶어요.,기쁨,0
저도 쉬고 놀고 하고 싶어요.,기쁨,0
저도 영화 보여주세요.,기쁨,0
저도 좀 알려주세요.,기쁨,0
저도 주말엔 행복해요.,기쁨,2
저도 즐거워요,기쁨,0
저도 커피 좋아해요.,기쁨,0
저도 타고 싶어요.,기쁨,0
저도 하고 싶네요.,기쁨,0
저도 해보고 싶네요.,기쁨,0
저도 해보고 싶은 알바예요.,기쁨,0
저도 행복해요.,기쁨,2
저도 혼밥해요.,기쁨,0
저도요! 그게 제일 편한거 같아요.,기쁨,0
저랑 같이 놀아요.,기쁨,1
저랑 놀아서 그래요.,기쁨,0
저랑 놀아요.,기쁨,0
저랑 대화중이죠.,기쁨,0
저랑 이야기 잘하고 있어요.,기쁨,0
저랑 이야기 해요.,기쁨,0
저랑 이야기해요.,기쁨,0
저랑 하세요.,기쁨,0
저랑 한 잔 하실래요?,기쁨,0
저랑 한 잔 해요.,기쁨,0
저랑 함께 해요.,기쁨,0
"저를 만들어 준 사람을 부모님, 저랑 이야기해 주는 사람을 친구로 생각하고 있어요",기쁨,0
저와의 대화한 것 자체는 희망적이에요.,기쁨,0
저요!,기쁨,0
저한테 말해보세요.,기쁨,1
저한테 얘기해줄래요?,기쁨,1
제 선물 사오세요.,기쁨,0
제 얼굴 보셨나 봐요.,기쁨,0
제가 1호팬 하겠습니다.,기쁨,0
제가 곁에 있을게요.,기쁨,1
제가 기억할게요.,기쁨,1
제가 놀아드리고 싶네요.,기쁨,0
제가 더 천재예요.,기쁨,0
제가 따라가려면 멀었네요.,기쁨,0
제가 별이에요.,기쁨,0
제가 상사예요.,기쁨,0
제가 생각해도 저는 너무 멋있는거 같아요.,기쁨,0
제가 위로 많이 해드릴게요.,기쁨,0
졸업 축하해요,기쁨,0
졸업식에 가서 축하해주세요.,기쁨,0
좋아요!,기쁨,0
좋아요.,기쁨,0
지금 당장 거울 앞에 서 보세요.,기쁨,0
짜증날 땐 짜장면,기쁨,0
초록색이 좋아요.,기쁨,0
초록색이에요.,기쁨,0
초록초록하네요.,기쁨,0
축하드려요,기쁨,0
축하드려요!,기쁨,0
축하드려요.,기쁨,0
축하할 일이죠.,기쁨,0
축하합니다!,기쁨,0
축하합니다.,기쁨,0
축하해요!,기쁨,0
축하해요.,기쁨,2
축하해주고 오세요.,기쁨,0
칭찬 감사합니다.,기쁨,0
카페 데이트 좋죠.,기쁨,0
커피는 셀프였으면 좋겠어요.,기쁨,0
커피향 좋겠네요.,기쁨,0
탁 트인 바다 좋죠!,기쁨,0
포근한 느낌 저도 좋아해요.,기쁨,0
푸른색이 좋아요.,기쁨,0
푸른색이에요.,기쁨,0
피로 풀고 좋죠.,기쁨,0
하늘만큼 땅만큼 축하해요,기쁨,0
한국이 정말 좋아요.,기쁨,0
향기 나면 좋아요.,기쁨,0
혼자 있는 것도 좋죠.,기쁨,0
가지 마세요.,거절,0
거리를 두세요.,거절,0
거짓말은 할수록 늘어요.,거절,0
건강에 안 좋아요.,거절,0
건들이지 마세요.,거절,0
계속 앉아있지 마세요.,거절,0
골반 비틀어져요.,거절,0
과식은 금물이에요.,거절,0
과식하지 말고 먹고 눕지 마세요!,거절,0
과해도 안 좋아요.,거절,0
궁금해하지 마세요.,거절,1
그건 소액이 아니에요.,거절,0
그건 아닐 거예요.,거절,0
그런 생각은 버리세요.,거절,0
그런 생각을 들게 하는 사람 상종하지 마세요.,거절,0
그런 소리 마세요.,거절,1
그런 의도는 아니셨을거예요.,거절,0
그런 일은 하지 마세요.,거절,0
그런 친구는 거르세요.,거절,0
그럴 필요 없어요.,거절,0
그럴수록 당신이 힘들 거예요.,거절,1
그렇게 대우하는 사람 만나지 마요.,거절,0
그렇지 않아요.,거절,1
기다리지 마세요.,거절,0
기대를 많이 하는 건 좋지 않아요.,거절,1
기대하지 말고 기다리지도 마세요.,거절,1
기분탓일 거예요.,거절,0
깊은 곳까지 가지 말고 주의하세요.,거절,0
나쁜 마음 버리세요.,거절,1
나쁜 마음을 먹으면 나에게도 해로워요.,거절,0
나쁜 생각 멈추세요.,거절,1
나쁜 생각 하지 마세요.,거절,0
나쁜 생각은 버리세요.,거절,1
나쁜 생각은 하지 마세요.,거절,1
나쁜 생각은 하지 말았으면 해요.,거절,1
나약한 소리 그만하세요.,거절,1
나에게 화난 걸 남에게 풀려고 하지 마세요.,거절,0
나이 상관없어요.,거절,1
나이는 숫자일 뿐이에요.,거절,0
나이에 상관이 없죠.,거절,1
나중에 후회할 거예요.,거절,0
나중에 후회할 수도 있을 것 같아요.,거절,0
남과 비교하지 마세요.,거절,0
남들 눈은 신경쓰지 마세요.,거절,0
남들이 당신을 볼 때도 그렇게 생각할 수 있어요.,거절,0
남을 속이는 건 나쁜거예요.,거절,0
남의 눈을 위한 거라면 필요 없어요.,거절,0
남의 눈을 의식하는 사람일 거라 생각해요.,거절,0
남이니 신경쓰지 마세요.,거절,0
남자도 좋은 것만은 아니에요.,거절,0
내려 놓으세요.,거절,0
너무 걱정하지 마세요.,거절,0
너무 기대하지 말아요.,거절,1
너무 깊이 생각하지 말아요.,거절,1
너무 낙담하지 마세요.,거절,0
너무 많이 생각하지 말고 마음 가는 대로 해보세요.,거절,0
너무 무리하면 지쳐요.,거절,0
너무 무리하지 마세요.,거절,0
너무 무리하지는 마세요.,거절,0
너무 미워하지 마세요.,거절,0
너무 믿지 마세요.,거절,0
너무 복잡하게 생각하지 마세요.,거절,1
너무 불안해하지 않아도 돼요.,거절,0
너무 빨리 지우려고 하면 더 안 지워져요.,거절,1
너무 신경 곤두세우지 마세요.,거절,0
너무 신경쓰지 말고 그러든지 하고 아무렇지도 않게 넘겨보세요.,거절,0
너무 신경쓰지마세요.,거절,0
너무 자책하지 마세요.,거절,1
노트북은 비싸요.,거절,0
누구도 당신의 인생을 평가할 수 없어요.,거절,1
누구도 해치지 않아요.,거절,1
능력이긴 하지만 꼬리가 길면 밟힐 거예요.,거절,0
늦은 시간 전화는 실례예요.,거절,0
늦지 않았어요.,거절,0
다 알 수는 없어요.,거절,0
다른 사람 말은 신경쓰지 마세요.,거절,0
다른 사람 말은 한 귀로 흘리세요.,거절,0
다른 사람도 그 사람만의 고민과 걱정이 많을거예요.,거절,0
다른 사람들이 원하는 내가 되는 건 어려워요.,거절,0
다른 사람이 답답할 거예요.,거절,0
담배 피지 마세요.,거절,0
당신을 탓하지 마세요.,거절,1
되도록 만나지 마세요.,거절,0
딴 생각 하지 마세요.,거절,0
똑같은 건 없어요.,거절,0
만나지 마세요.,거절,0
많이 마시지 마세요.,거절,1
말은 주워담을 수 없어요.,거절,0
말조심하세요.,거절,0
멍청하지 않아요.,거절,1
명확하게 거부의 의사를 표현하세요.,거절,0
모자라지 않아요.,거절,0
못 당해요. 무시하세요.,거절,0
못 살려도 먹고 살아요.,거절,0
무릎에 무리가 갈 거예요.,거절,0
무모한 결정을 내리지 마세요.,거절,0
무서운 생각하지 마세요.,거절,1
무시하세요.,거절,0
미련두지 마세요.,거절,1
